269056,1,16777472,767
269056,1,16842752,255
269056,1,16843264,1535
269056,1,16908288,511
269056,1,16909824,511
269056,1,17039616,767
269056,1,17040640,767
269056,1,17434624,511
269056,1,17435392,1279
269056,1,234884096,1023
269056,1,234946560,1023
269056,1,241598464,1023
269056,1,247483392,1023
269056,1,462684160,131071
269056,1,462880768,32767
269056,1,463159296,81919
269056,1,603979776,1023
269056,1,606413824,511
269056,1,606414592,255
269056,1,616610304,255
269056,1,620232704,32767
269056,1,620363776,16383
269056,1,620412928,49151
269056,1,654311424,255
269056,1,654311936,1535
269056,1,704643072,1023
269056,1,704649216,1023
269056,1,704722944,1023
269056,1,708752384,1023
269056,1,710103040,1023
269056,1,710962176,1023
269056,1,711159808,1023
269056,1,712713216,1023
269056,1,714875904,1023
269056,1,720831128,7
269056,1,720833104,15
269056,1,720833344,63
269056,1,720833456,15
269056,1,736103424,1023
269056,1,736902144,1023
269056,1,737298432,1023
269056,1,737601408,127
269056,1,762788864,1023
269056,1,763262976,1023
269056,1,763288576,1023
269056,1,771573760,1023
269056,1,771625984,1023
269056,1,830472192,255
269056,1,830472704,511
269056,1,974520320,8191
269056,1,974532608,4095
269056,1,974544896,8191
269056,1,992692864,127
269056,1,993525760,49151
269056,1,993787904,1535
269056,1,993878016,24575
269056,1,994934784,9215
269056,1,994946048,511
269056,1,994951168,16383
269056,1,995083008,15615
269056,1,995182592,511
269056,1,1031995392,6143
269056,1,1032015872,5119
269056,1,1033502720,10239
269056,1,1033541632,3583
265728,2,16779264,2047
265728,2,16785408,8191
265728,2,16845056,14079
265728,2,16910592,30463
265728,2,16973824,65535
265728,2,17041408,30719
265728,2,17432576,2047
265728,2,17436672,28671
265728,2,28835840,49151
265728,2,28925952,24575
265728,2,234881024,2047
265728,2,235929600,65535
265728,2,236027904,32767
265728,2,236062976,14079
265728,2,236097536,4095
265728,2,236109824,4095
265728,2,236118528,1535
265728,2,236120576,2559
265728,2,236124160,67583
265728,2,236257280,24575
265728,2,236322816,393215
265728,2,236781568,8191
265728,2,236795392,1279
265728,2,236797440,255
265728,2,236800256,255
265728,2,236802048,118783
265728,2,236929024,32767
265728,2,236965888,12287
265728,2,242515968,32767
265728,2,242696192,16383
265728,2,242794496,49151
265728,2,242944000,1023
265728,2,242958336,16383
265728,2,243032064,8191
265728,2,244383744,196607
265728,2,244682752,3071
265728,2,244686848,4095
265728,2,244711424,131071
265728,2,244852224,10751
265728,2,244869376,255
265728,2,244870144,37887
265728,2,247854577,0
265728,2,248977408,10239
265728,2,248998912,3071
265728,2,249012224,8191
265728,2,455272448,2047
265728,2,455540736,8191
265728,2,455608320,1791
265728,2,455622144,511
265728,2,456032256,49151
265728,2,456097792,32767
265728,2,456271872,2047
265728,2,456542208,2047
265728,2,456562688,2047
265728,2,459735040,65535
265728,2,460933120,2047
265728,2,460945408,2047
265728,2,603983872,12287
265728,2,606404608,8191
265728,2,606414848,6143
265728,2,611262464,8191
265728,2,616636928,4095
265728,2,616641280,3327
265728,2,654313472,63487
265728,2,704645120,4095
265728,2,704651264,8191
265728,2,704708608,14335
265728,2,708739072,12287
265728,2,708753408,2047
265728,2,710098944,4095
265728,2,710105088,10239
265728,2,710950912,10239
265728,2,710963200,4095
265728,2,711147520,12287
265728,2,711161856,2047
265728,2,712704000,8191
265728,2,712714240,6143
265728,2,714866688,8191
265728,2,714876928,22527
265728,2,716898304,30719
265728,2,717357056,2047
265728,2,717361152,28671
265728,2,717553664,26623
265728,2,717581312,10751
265728,2,717592576,26623
265728,2,717684736,16383
265728,2,720830848,63
265728,2,720832224,31
265728,2,720834112,31
265728,2,720835684,3
265728,2,736903168,1023
265728,2,736965632,2047
265728,2,737328128,1023
265728,2,737408000,1023
265728,2,737546240,1023
265728,2,737618944,1023
265728,2,737948160,255
265728,2,738099200,1023
265728,2,738181120,1023
265728,2,738190336,1023
265728,2,738191360,1023
265728,2,759240704,2047
265728,2,762383360,1023
265728,2,762585088,1023
265728,2,762612736,1023
265728,2,763023360,1023
265728,2,763069440,1023
265728,2,771298304,1023
265728,2,771428352,1023
265728,2,771446784,1023
265728,2,771448832,1023
265728,2,771568640,1023
265728,2,771615744,1023
265728,2,771646464,4095
265728,2,977127424,120831
265728,2,977256448,16383
265728,2,977397760,2047
265728,2,977453056,16383
265728,2,977502208,32767
265728,2,978468864,16383
265728,2,979631616,511
265728,2,985794560,511
265728,2,985795584,1023
265728,2,985798656,2047
265728,2,986562560,1023
265728,2,986587136,8191
265728,2,986677248,4095
265728,2,989331456,131071
265728,2,989757440,1023
265728,2,989789952,255
265728,2,992280576,2047
265728,2,992293888,1023
265728,2,992297472,511
265728,2,992298752,767
265728,2,992300288,255
265728,2,992313344,8191
265728,2,992324608,511
265728,2,992371200,255
265728,2,992430080,2047
265728,2,992542720,147455
265728,2,992691712,255
265728,2,992692480,255
265728,2,992693248,1023
265728,2,992694304,39
265728,2,992694380,26140
265728,2,992720571,16952
265728,2,992737528,4
265728,2,992737560,168
265728,2,992737731,146
265728,2,992737879,29
265728,2,992737911,1160
265728,2,992739135,192
265728,2,996868096,32767
265728,2,999821312,1023
265728,2,1000013824,16383
265728,2,1000062976,16383
265728,2,1002373120,32767
265728,2,1023694336,2559
265728,2,1025245184,8191
265728,2,1025273856,4095
265728,2,1025343744,9983
265728,2,1026416640,4095
265728,2,1032585216,65535
265728,2,1032847360,40959
265728,2,1032941568,4095
265728,3,16844800,255
265728,3,236306432,8191
265728,3,236797952,2047
265728,3,236920832,8191
265728,3,236961792,4095
265728,3,242483200,32767
265728,3,242548736,16383
265728,3,242649088,2047
265728,3,242991104,16383
265728,3,243081216,8191
265728,3,248741888,32767
265728,3,249026560,2047
265728,3,455577600,2047
265728,3,455614464,511
265728,3,455737344,32767
265728,3,736962560,1023
265728,3,771617792,3071
265728,3,837795840,16383
265728,3,989650944,8191
265728,3,989741056,4095
265728,3,989827072,4095
265728,3,992287232,511
265728,3,992293632,255
265728,3,992295424,511
265728,3,992296960,511
265728,3,992297984,767
265728,3,992299520,767
265728,3,992300544,511
265728,3,992346112,16383
265728,3,1032790016,8191
265728,3,1032926208,255
265728,3,1032970240,8191
263424,4,16908800,255
263424,4,16909312,255
263424,4,16909568,255
263424,4,16910336,255
263424,4,17040384,255
263424,4,17301504,65535
263424,4,17563648,65535
263424,4,17653760,8191
263424,4,17727488,16383
263424,4,17752064,73727
263424,4,19726336,65535
263424,4,22544384,262143
263424,4,22806528,262143
263424,4,24379392,196607
263424,4,24576000,49151
263424,4,24625152,3071
263424,4,24628224,13311
263424,4,30015488,131071
263424,4,197068800,255
263424,4,197070336,511
263424,4,197072640,3071
263424,4,197077504,255
263424,4,200736256,255
263424,4,241611776,1023
263424,4,243400704,131071
263424,4,247479296,1023
263424,4,247829504,33
263424,4,247829556,279
263424,4,247829916,99
263424,4,247836916,35
